director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,combined
Kate Barker-Froyland,Shawn Parsons,Drama Music,Anne Hathaway,Song One,Li Jun Li,Kate Barker-Froyland Shawn Parsons Drama Music Anne Hathaway Li Jun Li
Barbet Schroeder,Chris Penn,Crime Mystery Thriller,Ryan Gosling,Murder by Numbers,Agnes Bruckner,Barbet Schroeder Chris Penn Crime Mystery Thriller Ryan Gosling Agnes Bruckner
Martin Koolhoven,Tygo Gernandt,Drama History War,Yorick van Wageningen,Winter in Wartime,Martijn Lakemeier,Martin Koolhoven Tygo Gernandt Drama History War Yorick van Wageningen Martijn Lakemeier
Charles Matthau,Michael Jai White,Comedy Crime Thriller,Billy Burke,Freaky Deaky,Bill Duke,Charles Matthau Michael Jai White Comedy Crime Thriller Billy Burke Bill Duke
John Frankenheimer,Paul Scofield,Thriller War,Jeanne Moreau,The Train,Michel Simon,John Frankenheimer Paul Scofield Thriller War Jeanne Moreau Michel Simon
Christopher M. Bessette,John Billingsley,Drama Thriller,Mira Sorvino,Trade of Innocents,Trieu Tran,Christopher M. Bessette John Billingsley Drama Thriller Mira Sorvino Trieu Tran
Prachya Pinkaew,Nathan Jones,Action Crime Drama Thriller,Jon Foo,The Protector,Johnny Nguyen,Prachya Pinkaew Nathan Jones Action Crime Drama Thriller Jon Foo Johnny Nguyen
Gary Sinyor,Frank Finlay,Comedy,Sean Pertwee,Stiff Upper Lips,Samuel West,Gary Sinyor Frank Finlay Comedy Sean Pertwee Samuel West
Gurinder Chadha,Parminder Nagra,Comedy Drama Romance Sport,Archie Panjabi,Bend It Like Beckham,Anupam Kher,Gurinder Chadha Parminder Nagra Comedy Drama Romance Sport Archie Panjabi Anupam Kher
John Sayles,Edie Falco,Drama Romance,Miguel Ferrer,Sunshine State,Timothy Hutton,John Sayles Edie Falco Drama Romance Miguel Ferrer Timothy Hutton
Preston A. Whitmore II,Wayne Brady,Action Sport,Wesley Jonathan,Crossover,Eva Marcille,Preston A. Whitmore II Wayne Brady Action Sport Wesley Jonathan Eva Marcille
Ashish R. Mohan,Mithun Chakraborty,Action Comedy,Asin,Khiladi 786,Johnny Lever,Ashish R. Mohan Mithun Chakraborty Action Comedy Asin Johnny Lever
Jaume Balagueró,Pablo Rosso,Horror,Jonathan D. Mellor,[Rec] 2,Andrea Ros,Jaume Balagueró Pablo Rosso Horror Jonathan D. Mellor Andrea Ros
Stewart Raffill,Alexis Biesiada,Musical,Kayla Jackson,Standing Ovation,Kayla Raparelli,Stewart Raffill Alexis Biesiada Musical Kayla Jackson Kayla Raparelli
George Roy Hill,Robert Shaw,Comedy Crime Drama,Eileen Brennan,The Sting,Ray Walston,George Roy Hill Robert Shaw Comedy Crime Drama Eileen Brennan Ray Walston
Hugh Hudson,Ben Cross,Biography Drama Sport,Alice Krige,Chariots of Fire,John Gielgud,Hugh Hudson Ben Cross Biography Drama Sport Alice Krige John Gielgud
Darren Grant,Kimberly Elise,Comedy Drama Romance,Cicely Tyson,Diary of a Mad Black Woman,Tamara Taylor,Darren Grant Kimberly Elise Comedy Drama Romance Cicely Tyson Tamara Taylor
Scott Hicks,Armin Mueller-Stahl,Biography Drama Music Romance,Noah Taylor,Shine,Nicholas Bell,Scott Hicks Armin Mueller-Stahl Biography Drama Music Romance Noah Taylor Nicholas Bell
Joseph Gordon-Levitt,Scarlett Johansson,Comedy Drama Romance,Joseph Gordon-Levitt,Don Jon,Tony Danza,Joseph Gordon-Levitt Scarlett Johansson Comedy Drama Romance Joseph Gordon-Levitt Tony Danza
Clint Eastwood,Richard Bull,Mystery Western,Clint Eastwood,High Plains Drifter,John Hillerman,Clint Eastwood Richard Bull Mystery Western Clint Eastwood John Hillerman
Terry Zwigoff,Steve Buscemi,Comedy Drama,Scarlett Johansson,Ghost World,T.J. Thyne,Terry Zwigoff Steve Buscemi Comedy Drama Scarlett Johansson T.J. Thyne
Richard Eyre,Jim Broadbent,Biography Drama Romance,Kate Winslet,Iris,Kris Marshall,Richard Eyre Jim Broadbent Biography Drama Romance Kate Winslet Kris Marshall
William Sachs,Avery Schreiber,Comedy Sci-Fi,Stephen Macht,Galaxina,Angelo Rossitto,William Sachs Avery Schreiber Comedy Sci-Fi Stephen Macht Angelo Rossitto
Christophe Barratier,François Berléand,Drama Music,Jean-Baptiste Maunier,The Chorus,Gérard Jugnot,Christophe Barratier François Berléand Drama Music Jean-Baptiste Maunier Gérard Jugnot
Émile Gaudreault,Luke Kirby,Comedy Drama,Paul Sorvino,Mambo Italiano,Claudia Ferri,Émile Gaudreault Luke Kirby Comedy Drama Paul Sorvino Claudia Ferri
James Cox,Louis Lombardi,Crime Drama Mystery Thriller,Alexis Dziena,Wonderland,Franky G,James Cox Louis Lombardi Crime Drama Mystery Thriller Alexis Dziena Franky G
Spike Lee,John Savage,Drama,Ruby Dee,Do the Right Thing,Danny Aiello,Spike Lee John Savage Drama Ruby Dee Danny Aiello
James Toback,Eric Stoltz,Comedy Crime Drama Romance Thriller,Sarah Michelle Gellar,Harvard Man,Joey Lauren Adams,James Toback Eric Stoltz Comedy Crime Drama Romance Thriller Sarah Michelle Gellar Joey Lauren Adams
Aki Kaurismäki,Kati Outinen,Comedy Drama,Jean-Pierre Léaud,Le Havre,Jean-Pierre Darroussin,Aki Kaurismäki Kati Outinen Comedy Drama Jean-Pierre Léaud Jean-Pierre Darroussin
Gaspar Noé,Albert Dupontel,Crime Drama Mystery Thriller,Philippe Nahon,Irreversible,Jo Prestia,Gaspar Noé Albert Dupontel Crime Drama Mystery Thriller Philippe Nahon Jo Prestia
Hitoshi Matsumoto,Hitoshi Matsumoto,Comedy Drama,Lindsay Kay Hayward,R100,Shinobu Terajima,Hitoshi Matsumoto Hitoshi Matsumoto Comedy Drama Lindsay Kay Hayward Shinobu Terajima
Rakeysh Omprakash Mehra,Steven Mackintosh,Comedy Drama History Romance,Anupam Kher,Rang De Basanti,Madhavan,Rakeysh Omprakash Mehra Steven Mackintosh Comedy Drama History Romance Anupam Kher Madhavan
Collin Schiffli,John Heard,Drama,Kim Shaw,Animals,David Dastmalchian,Collin Schiffli John Heard Drama Kim Shaw David Dastmalchian
George Ratliff,Cree Kelly,Action Comedy Drama Thriller,Jim Gaffigan,Salvation Boulevard,Mike Eshaq,George Ratliff Cree Kelly Action Comedy Drama Thriller Jim Gaffigan Mike Eshaq
David Wain,Ken Marino,Comedy Romance,Jon Hamm,The Ten,Ron Silver,David Wain Ken Marino Comedy Romance Jon Hamm Ron Silver
Shane Meadows,Paddy Considine,Comedy Drama,Bob Hoskins,A Room for Romeo Brass,Shane Meadows,Shane Meadows Paddy Considine Comedy Drama Bob Hoskins Shane Meadows
Morten Tyldum,Synnøve Macody Lund,Crime Drama Thriller,Aksel Hennie,Headhunters,Julie R. Ølgaard,Morten Tyldum Synnøve Macody Lund Crime Drama Thriller Aksel Hennie Julie R. Ølgaard
Jon Wright,Richard Coyle,Comedy Horror Sci-Fi Thriller,Russell Tovey,Grabbers,Bronagh Gallagher,Jon Wright Richard Coyle Comedy Horror Sci-Fi Thriller Russell Tovey Bronagh Gallagher
Michael McGowan,Adam Butcher,Comedy Drama Sport,Campbell Scott,Saint Ralph,Gordon Pinsent,Michael McGowan Adam Butcher Comedy Drama Sport Campbell Scott Gordon Pinsent
Liv Ullmann,Jessica Chastain,Drama Romance,Samantha Morton,Miss Julie,Colin Farrell,Liv Ullmann Jessica Chastain Drama Romance Samantha Morton Colin Farrell
Jeannot Szwarc,Bill Erwin,Drama Fantasy Romance,Teresa Wright,Somewhere in Time,George Voskovec,Jeannot Szwarc Bill Erwin Drama Fantasy Romance Teresa Wright George Voskovec
Rohan Sippy,Bipasha Basu,Action Crime Drama Thriller,Abhishek Bachchan,Dum Maaro Dum,Prateik,Rohan Sippy Bipasha Basu Action Crime Drama Thriller Abhishek Bachchan Prateik
James Wan,Barbara Hershey,Fantasy Horror Thriller,Lin Shaye,Insidious: Chapter 2,Leigh Whannell,James Wan Barbara Hershey Fantasy Horror Thriller Lin Shaye Leigh Whannell
Darren Lynn Bousman,Tony Nappo,Horror Mystery,Emmanuelle Vaugier,Saw II,Shawnee Smith,Darren Lynn Bousman Tony Nappo Horror Mystery Emmanuelle Vaugier Shawnee Smith
Dan Trachtenberg,John Gallagher Jr.,Drama Horror Mystery Sci-Fi Thriller,Bradley Cooper,10 Cloverfield Lane,Sumalee Montano,Dan Trachtenberg John Gallagher Jr. Drama Horror Mystery Sci-Fi Thriller Bradley Cooper Sumalee Montano
Jeff Tremaine,Steve-O,Comedy Documentary,Bam Margera,Jackass: The Movie,Chris Pontius,Jeff Tremaine Steve-O Comedy Documentary Bam Margera Chris Pontius
David F. Sandberg,Amiah Miller,Horror,Billy Burke,Lights Out,Gabriel Bateman,David F. Sandberg Amiah Miller Horror Billy Burke Gabriel Bateman
Henry Joost,Sprague Grayden,Horror,Johanna Braddy,Paranormal Activity 3,Christopher Nicholas Smith,Henry Joost Sprague Grayden Horror Johanna Braddy Christopher Nicholas Smith
Stiles White,Shelley Hennig,Fantasy Horror,Lin Shaye,Ouija,Daren Kagasoff,Stiles White Shelley Hennig Fantasy Horror Lin Shaye Daren Kagasoff
Chuck Russell,Heather Langenkamp,Action Fantasy Horror Thriller,John Saxon,A Nightmare on Elm Street 3: Dream Warriors,Jennifer Rubin,Chuck Russell Heather Langenkamp Action Fantasy Horror Thriller John Saxon Jennifer Rubin
Joel Edgerton,Allison Tolman,Mystery Thriller,Busy Philipps,The Gift,Wendell Pierce,Joel Edgerton Allison Tolman Mystery Thriller Busy Philipps Wendell Pierce
Eugenio Derbez,Jessica Lindsey,Comedy Drama,Eugenio Derbez,Instructions Not Included,Hugo Stiglitz,Eugenio Derbez Jessica Lindsey Comedy Drama Eugenio Derbez Hugo Stiglitz
Henry Joost,Brendon Eggertsen,Horror,Matt Shively,Paranormal Activity 4,Alisha Boe,Henry Joost Brendon Eggertsen Horror Matt Shively Alisha Boe
Henry Koster,Jean Simmons,Drama History,Richard Burton,The Robe,Victor Mature,Henry Koster Jean Simmons Drama History Richard Burton Victor Mature
Blake Edwards,Herbert Lom,Comedy Crime Mystery,Burt Kwouk,The Return of the Pink Panther,Catherine Schell,Blake Edwards Herbert Lom Comedy Crime Mystery Burt Kwouk Catherine Schell
Rachel Talalay,Tom Arnold,Comedy Fantasy Horror Thriller,Johnny Depp,Freddy's Dead: The Final Nightmare,Yaphet Kotto,Rachel Talalay Tom Arnold Comedy Fantasy Horror Thriller Johnny Depp Yaphet Kotto
Patty Jenkins,Bruce Dern,Biography Crime Drama Thriller,Charlize Theron,Monster,Pruitt Taylor Vince,Patty Jenkins Bruce Dern Biography Crime Drama Thriller Charlize Theron Pruitt Taylor Vince
Richard Fleischer,Robert J. Wilke,Adventure Drama Family Fantasy Sci-Fi,James Mason,"20,000 Leagues Under the Sea",Paul Lukas,Richard Fleischer Robert J. Wilke Adventure Drama Family Fantasy Sci-Fi James Mason Paul Lukas
Christopher Landon,Gloria Sandoval,Fantasy Horror Thriller,Richard Cabral,Paranormal Activity: The Marked Ones,Molly Ephraim,Christopher Landon Gloria Sandoval Fantasy Horror Thriller Richard Cabral Molly Ephraim
David Lynch,Anne Bancroft,Biography Drama,Anthony Hopkins,The Elephant Man,Dexter Fletcher,David Lynch Anne Bancroft Biography Drama Anthony Hopkins Dexter Fletcher
Jean-Marc Vallée,Jennifer Garner,Biography Drama,Matthew McConaughey,Dallas Buyers Club,Denis O'Hare,Jean-Marc Vallée Jennifer Garner Biography Drama Matthew McConaughey Denis O'Hare
David Gelb,Mark Duplass,Horror Sci-Fi Thriller,Olivia Wilde,The Lazarus Effect,Donald Glover,David Gelb Mark Duplass Horror Sci-Fi Thriller Olivia Wilde Donald Glover
Christopher Nolan,Thomas Lennon,Mystery Thriller,Callum Rennie,Memento,Jorja Fox,Christopher Nolan Thomas Lennon Mystery Thriller Callum Rennie Jorja Fox
Mike Flanagan,Rory Cochrane,Horror Mystery,James Lafferty,Oculus,Garrett Ryan,Mike Flanagan Rory Cochrane Horror Mystery James Lafferty Garrett Ryan
Kevin Smith,Jason Mewes,Comedy,Ethan Suplee,Clerks II,Brian O'Halloran,Kevin Smith Jason Mewes Comedy Ethan Suplee Brian O'Halloran
Stephen Daldry,Gary Lewis,Drama Music,Julie Walters,Billy Elliot,Jamie Draven,Stephen Daldry Gary Lewis Drama Music Julie Walters Jamie Draven
Nat Faxon,Liam James,Comedy Drama,Steve Carell,The Way Way Back,Jim Rash,Nat Faxon Liam James Comedy Drama Steve Carell Jim Rash
George Jackson,Tisha Campbell-Martin,Comedy Drama Music Romance,William Schallert,House Party 2,Helen Martin,George Jackson Tisha Campbell-Martin Comedy Drama Music Romance William Schallert Helen Martin
George Miller,Jack Thompson,Adventure Drama Family Romance Western,Tony Bonner,The Man from Snowy River,Tom Burlinson,George Miller Jack Thompson Adventure Drama Family Romance Western Tony Bonner Tom Burlinson
Maurice Joyce,Constance Shulman,Animation Comedy Family,Frank Welker,Doug's 1st Movie,Alice Playten,Maurice Joyce Constance Shulman Animation Comedy Family Frank Welker Alice Playten
Robert Duvall,Todd Allen,Drama,John Beasley,The Apostle,June Carter Cash,Robert Duvall Todd Allen Drama John Beasley June Carter Cash
Frank Perry,Xander Berkeley,Biography Drama,Faye Dunaway,Mommie Dearest,Diana Scarwid,Frank Perry Xander Berkeley Biography Drama Faye Dunaway Diana Scarwid
Jesse Peretz,Adam Scott,Comedy Drama,Zooey Deschanel,Our Idiot Brother,Steve Coogan,Jesse Peretz Adam Scott Comedy Drama Zooey Deschanel Steve Coogan
Stephen Hopkins,Tony Curran,Biography Drama Sport,William Hurt,Race,David Kross,Stephen Hopkins Tony Curran Biography Drama Sport William Hurt David Kross
Ice Cube,Monica Calhoun,Comedy Drama,Bernie Mac,The Players Club,Chrystale Wilson,Ice Cube Monica Calhoun Comedy Drama Bernie Mac Chrystale Wilson
Tim Blake Nelson,Andrew Keegan,Drama Romance Thriller,Mekhi Phifer,O,John Heard,Tim Blake Nelson Andrew Keegan Drama Romance Thriller Mekhi Phifer John Heard
John Erick Dowdle,Edwin Hodge,Horror Mystery Thriller,Ben Feldman,"As Above, So Below",Perdita Weeks,John Erick Dowdle Edwin Hodge Horror Mystery Thriller Ben Feldman Perdita Weeks
Bille Woodruff,Cameron Mills,Drama Thriller,Boris Kodjoe,Addicted,Sharon Leal,Bille Woodruff Cameron Mills Drama Thriller Boris Kodjoe Sharon Leal
Kasi Lemmons,Lynn Whitfield,Drama,Jurnee Smollett-Bell,Eve's Bayou,Diahann Carroll,Kasi Lemmons Lynn Whitfield Drama Jurnee Smollett-Bell Diahann Carroll
Richard Glatzer,Hunter Parrish,Drama,Kristen Stewart,Still Alice,Seth Gilliam,Richard Glatzer Hunter Parrish Drama Kristen Stewart Seth Gilliam
Michael Curtiz,Peter Ustinov,Drama History,Gene Tierney,The Egyptian,Jean Simmons,Michael Curtiz Peter Ustinov Drama History Gene Tierney Jean Simmons
Bruce Malmuth,Lindsay Wagner,Action Crime Thriller,Sylvester Stallone,Nighthawks,Persis Khambatta,Bruce Malmuth Lindsay Wagner Action Crime Thriller Sylvester Stallone Persis Khambatta
Rob Hedden,Peter Mark Richman,Adventure Horror,Kane Hodder,Friday the 13th Part VIII: Jason Takes Manhattan,Scott Reeves,Rob Hedden Peter Mark Richman Adventure Horror Kane Hodder Scott Reeves
Joel Zwick,Louis Mandylor,Comedy Family Romance,Nia Vardalos,My Big Fat Greek Wedding,Lainie Kazan,Joel Zwick Louis Mandylor Comedy Family Romance Nia Vardalos Lainie Kazan
Harmony Korine,Heather Morris,Crime Drama,James Franco,Spring Breakers,Rachel Korine,Harmony Korine Heather Morris Crime Drama James Franco Rachel Korine
Joe Chappelle,Kim Darby,Horror Thriller,Donald Pleasence,Halloween: The Curse of Michael Myers,Mitchell Ryan,Joe Chappelle Kim Darby Horror Thriller Donald Pleasence Mitchell Ryan
Alfonso Cuarón,Daniel Giménez Cacho,Adventure Comedy Drama Romance,Maribel Verdú,Y Tu Mamá También,María Aura,Alfonso Cuarón Daniel Giménez Cacho Adventure Comedy Drama Romance Maribel Verdú María Aura
Edgar Wright,Dylan Moran,Comedy Horror,Peter Serafinowicz,Shaun of the Dead,Rafe Spall,Edgar Wright Dylan Moran Comedy Horror Peter Serafinowicz Rafe Spall
Mickey Liddell,Randy Wayne,Drama Horror Thriller,Jessica Lowndes,The Haunting of Molly Hartley,Haley Bennett,Mickey Liddell Randy Wayne Drama Horror Thriller Jessica Lowndes Haley Bennett
John Sayles,Clifton James,Drama Mystery,Matthew McConaughey,Lone Star,Miriam Colon,John Sayles Clifton James Drama Mystery Matthew McConaughey Miriam Colon
Dwight H. Little,Kathleen Kinmont,Horror Thriller,Donald Pleasence,Halloween 4: The Return of Michael Myers,Ellie Cornell,Dwight H. Little Kathleen Kinmont Horror Thriller Donald Pleasence Ellie Cornell
Fred Walton,Deborah Foreman,Horror Mystery,Thomas F. Wilson,April Fool's Day,Clayton Rohner,Fred Walton Deborah Foreman Horror Mystery Thomas F. Wilson Clayton Rohner
Barry Levinson,Daniel Stern,Comedy Drama,Steve Guttenberg,Diner,Ellen Barkin,Barry Levinson Daniel Stern Comedy Drama Steve Guttenberg Ellen Barkin
Steve Carver,William Sanderson,Action Crime Drama Thriller Western,David Carradine,Lone Wolf McQuade,Robert Beltran,Steve Carver William Sanderson Action Crime Drama Thriller Western David Carradine Robert Beltran
Gonzalo López-Gallego,Ryan Robbins,Horror Mystery Sci-Fi Thriller,Warren Christie,Apollo 18,Andrew Airlie,Gonzalo López-Gallego Ryan Robbins Horror Mystery Sci-Fi Thriller Warren Christie Andrew Airlie
Christine Jeffs,Mary Lynn Rajskub,Comedy Drama,Clifton Collins Jr.,Sunshine Cleaning,Paul Dooley,Christine Jeffs Mary Lynn Rajskub Comedy Drama Clifton Collins Jr. Paul Dooley
John Erick Dowdle,Claire Geare,Action Thriller,Sterling Jerins,No Escape,Sahajak Boonthanakit,John Erick Dowdle Claire Geare Action Thriller Sterling Jerins Sahajak Boonthanakit
Don Coscarelli,John Amos,Action Adventure Fantasy,Vanna Bonta,The Beastmaster,Rip Torn,Don Coscarelli John Amos Action Adventure Fantasy Vanna Bonta Rip Torn
King Vidor,George Sanders,Drama History Romance War,Gina Lollobrigida,Solomon and Sheba,Finlay Currie,King Vidor George Sanders Drama History Romance War Gina Lollobrigida Finlay Currie
Michael Tiddes,Mike Epps,Comedy,Fred Willard,Fifty Shades of Black,Russell Peters,Michael Tiddes Mike Epps Comedy Fred Willard Russell Peters
Bill Duke,Jenifer Lewis,Drama Romance,Eddie Cibrian,Not Easily Broken,Wood Harris,Bill Duke Jenifer Lewis Drama Romance Eddie Cibrian Wood Harris
Frank Borzage,Helen Hayes,Drama Romance War,Gary Cooper,A Farewell to Arms,Adolphe Menjou,Frank Borzage Helen Hayes Drama Romance War Gary Cooper Adolphe Menjou
Bille Woodruff,Brandy Norwood,Comedy Romance,Donald Faison,The Perfect Match,Lauren London,Bille Woodruff Brandy Norwood Comedy Romance Donald Faison Lauren London
Mamoru Hosoda,Colleen O'Shaughnessey,Action Adventure Animation Family Sci-Fi,Lara Jill Miller,Digimon: The Movie,Mona Marshall,Mamoru Hosoda Colleen O'Shaughnessey Action Adventure Animation Family Sci-Fi Lara Jill Miller Mona Marshall
Brian Dannelly,Patrick Fugit,Comedy Drama,Macaulay Culkin,Saved!,Eva Amurri Martino,Brian Dannelly Patrick Fugit Comedy Drama Macaulay Culkin Eva Amurri Martino
Denys Arcand,Stéphane Rousseau,Comedy Crime Drama Mystery Romance,Marie-Josée Croze,The Barbarian Invasions,Marina Hands,Denys Arcand Stéphane Rousseau Comedy Crime Drama Mystery Romance Marie-Josée Croze Marina Hands
Richard Lester,Denholm Elliott,Adventure Drama Romance,Robert Shaw,Robin and Marian,Nicol Williamson,Richard Lester Denholm Elliott Adventure Drama Romance Robert Shaw Nicol Williamson
J.S. Cardone,Kerr Smith,Horror Thriller,Brendan Fehr,The Forsaken,Izabella Miko,J.S. Cardone Kerr Smith Horror Thriller Brendan Fehr Izabella Miko
Guy Hamilton,Carl Weathers,Action Drama War,Harrison Ford,Force 10 from Navarone,Franco Nero,Guy Hamilton Carl Weathers Action Drama War Harrison Ford Franco Nero
Jay Levey,Gedde Watanabe,Comedy Drama,Fran Drescher,UHF,Michael Richards,Jay Levey Gedde Watanabe Comedy Drama Fran Drescher Michael Richards
Nicholaus Goossen,Joel David Moore,Comedy,Linda Cardellini,Grandma's Boy,Shirley Jones,Nicholaus Goossen Joel David Moore Comedy Linda Cardellini Shirley Jones
Tamara Jenkins,Kevin Corrigan,Comedy Drama,Natasha Lyonne,Slums of Beverly Hills,Jessica Walter,Tamara Jenkins Kevin Corrigan Comedy Drama Natasha Lyonne Jessica Walter
Sergio Leone,Woody Strode,Western,Claudia Cardinale,Once Upon a Time in the West,Jack Elam,Sergio Leone Woody Strode Western Claudia Cardinale Jack Elam
Jon Favreau,Faizon Love,Comedy Crime Drama Thriller,Jon Favreau,Made,Jonathan Silverman,Jon Favreau Faizon Love Comedy Crime Drama Thriller Jon Favreau Jonathan Silverman
Duncan Jones,Matt Berry,Drama Mystery Sci-Fi,Kevin Spacey,Moon,Benedict Wong,Duncan Jones Matt Berry Drama Mystery Sci-Fi Kevin Spacey Benedict Wong
Scott Marshall,Jami Gertz,Comedy,Miranda Cosgrove,Keeping Up with the Steins,Carter Jenkins,Scott Marshall Jami Gertz Comedy Miranda Cosgrove Carter Jenkins
Ronan Chapalain,Guillaume Denaiffe,Documentary,Norbert Ferrer,Sea Rex 3D: Journey to a Prehistoric World,Chloe Hollings,Ronan Chapalain Guillaume Denaiffe Documentary Norbert Ferrer Chloe Hollings
Atom Egoyan,Sarah Polley,Drama,Bruce Greenwood,The Sweet Hereafter,Simon Baker,Atom Egoyan Sarah Polley Drama Bruce Greenwood Simon Baker
